StaffId;Executive;Manager;Coach;Scout;Trainer;Off Pref;Phy Pref;Line Matching;Goalie Handling;Favor Veterans;Innovation;Loyalty;Coaching G;Coaching Defense;Coaching Forwards;Coaching Prospects;Def Skills;Off Skills;Phy Training;Player Management;Motivation;Discipline;Negotiating;Self-Preservation;Tactics;Ingame Tactics;Trainer Skill;Evaluate Abilities;Evaluate Potential
13668;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;3;14;13;9;1;5;6;18;11;5;19;0;19;0;;10;10
13669;0;10;15;20;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;5;11;18;11;4;6;9;15;15;6;11;0;1;0;;12;10
13670;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;19;16;6;16;5;18;9;3;3;4;5;15;0;18;0;;10;10
13671;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;19;10;15;16;6;16;1;10;16;8;18;0;11;0;;18;10
13672;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;2;10;14;14;14;2;13;17;3;3;0;2;0;;11;10
13673;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;13;10;1;14;10;15;7;1;3;10;5;5;0;0;0;;10;10
13674;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;4;2;4;17;14;17;5;13;11;1;4;0;3;0;;10;10
13675;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;4;4;19;13;9;1;0;6;14;18;8;16;0;5;0;;10;13
13676;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;16;8;17;6;15;2;3;9;9;10;9;4;0;2;0;;10;10
13677;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;14;1;3;6;19;9;8;17;13;5;15;0;19;0;;10;18
13678;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;2;3;2;2;0;16;1;1;2;6;3;18;0;19;0;;14;14
13679;0;10;15;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;19;3;1;4;11;12;12;5;10;16;1;13;0;0;0;;13;14
13680;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;9;0;15;2;2;1;1;6;0;5;14;0;9;0;;13;10
13681;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;0;16;10;6;18;4;0;9;3;11;2;3;0;19;0;;11;10
13682;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;17;7;11;19;13;7;0;3;4;6;6;14;0;10;0;;15;17
13683;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;3;16;10;17;3;9;14;6;3;14;7;1;0;3;0;;17;19
13684;0;10;15;20;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;2;9;2;5;10;19;1;5;7;5;1;11;0;11;0;;10;10
13685;0;10;15;20;1;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;4;18;19;14;15;1;11;7;18;9;3;9;0;13;0;;10;17
13686;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;2;5;12;9;3;19;18;5;8;16;2;14;0;11;0;;10;18
13687;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;17;8;4;18;11;6;2;9;4;3;1;11;0;5;0;;11;11
13688;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;16;4;7;19;4;16;9;1;19;2;3;11;0;3;0;;10;10
13689;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;4;18;19;0;15;5;14;2;0;1;6;7;0;12;0;;11;19
13690;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;1;16;19;0;17;17;9;17;6;9;13;0;19;0;;10;13
13691;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;2;17;6;0;6;15;2;11;2;8;13;0;13;0;;18;10
13692;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;0;15;10;8;4;16;18;6;8;8;3;19;0;18;0;;10;15
13693;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;6;8;4;14;4;14;7;18;7;4;5;0;12;0;;10;10
13694;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;16;16;11;4;19;17;2;0;5;6;0;0;17;0;;10;13
13695;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;17;14;10;8;14;14;5;5;17;14;5;1;0;7;0;;17;15
13696;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;7;13;2;16;16;10;8;10;15;1;5;0;9;0;;12;11
13697;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;4;16;10;17;4;13;16;2;19;10;8;2;0;8;0;;10;12
13698;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;10;5;17;13;17;19;8;3;5;4;11;0;17;0;;14;13
13699;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;16;15;2;14;13;1;9;7;9;2;4;0;10;0;;10;16
13700;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;17;3;11;12;10;19;9;6;6;8;1;2;0;18;0;;16;14
13701;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;18;10;4;1;12;13;5;7;15;0;9;18;0;8;0;;7;16
13702;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;17;12;5;17;4;7;19;6;18;3;5;6;0;15;0;;15;10
13703;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;4;3;19;11;18;1;1;2;18;12;9;4;0;1;0;;13;10
13704;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;2;6;16;0;17;4;7;8;17;9;6;19;0;5;0;;18;10
13705;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;15;11;17;18;12;2;9;8;5;6;15;0;1;0;;10;11
13706;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;0;8;3;9;14;17;19;9;0;0;3;5;0;14;0;;10;10
13707;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;15;3;3;0;14;0;5;12;19;8;10;0;10;0;;18;14
13708;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;14;14;18;12;3;14;3;6;17;8;19;0;14;0;;11;12
13709;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;4;11;18;16;1;14;5;1;9;12;4;3;0;6;0;;10;10
13710;0;10;15;20;1;Offensive;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;15;12;2;1;1;6;19;6;12;7;8;14;0;6;0;;15;19
13711;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;0;14;18;15;15;13;11;8;15;3;1;12;0;5;0;;10;10
13712;0;10;15;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;16;8;15;12;7;1;18;1;19;19;1;13;0;12;0;;18;10
13713;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;18;14;8;17;3;11;9;9;0;9;14;0;15;0;;11;10
13714;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;0;1;7;3;5;19;9;6;15;7;0;0;8;0;;10;13
13715;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;11;15;11;10;16;5;4;3;16;12;8;9;0;3;0;;11;14
13716;0;10;15;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;10;12;0;3;12;8;4;5;13;6;9;0;3;0;;19;10
13717;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;4;15;14;14;5;19;1;16;12;2;2;0;9;0;;10;10
13718;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;3;2;2;2;9;1;5;2;17;2;8;16;0;3;0;;15;13
13719;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;16;9;4;11;6;7;2;7;7;15;3;14;0;6;0;;19;14
13720;0;10;15;20;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;11;7;8;1;19;10;5;10;4;1;12;0;14;0;;10;17
13721;0;10;15;20;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;7;17;14;17;3;9;5;4;14;15;8;4;0;18;0;;10;18
13722;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;4;13;10;3;19;1;0;6;8;4;4;14;0;0;0;;10;10
13723;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;1;17;9;8;15;15;4;4;4;5;17;0;15;0;;4;13
13724;20;0;0;0;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;4;3;11;7;3;13;15;8;15;2;5;19;0;16;0;;15;18
13725;0;0;20;20;1;Defensive;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;13;14;7;7;4;19;7;7;18;12;7;2;0;10;0;;12;4
13726;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;4;3;7;18;0;6;15;3;11;1;1;13;0;10;0;;14;17
13727;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;8;6;14;0;8;7;4;16;8;4;17;0;8;0;;10;10
13728;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;4;11;18;19;4;6;12;7;6;1;5;4;0;0;0;;1;9
13729;20;0;0;0;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;19;2;11;8;18;0;1;3;4;15;7;5;0;12;0;;17;16
13730;0;20;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;14;19;19;18;13;17;8;4;8;2;16;0;2;0;;8;17
13731;0;0;20;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;15;8;8;14;6;10;12;4;14;18;3;2;0;1;0;;7;11
13732;0;0;20;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;7;19;1;10;11;3;2;5;19;0;1;9;0;3;0;;3;12
13733;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;7;4;18;2;3;15;5;2;1;4;8;4;0;9;0;;18;10
13734;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;18;19;2;3;4;12;18;6;7;17;9;17;0;2;0;;10;10
13735;0;20;10;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;16;3;12;18;3;14;3;6;3;2;8;0;14;0;;19;14
13736;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;13;12;11;16;17;5;1;4;14;9;10;0;4;0;;18;16
13737;0;0;20;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;18;16;5;8;1;8;14;3;11;19;8;4;0;3;0;;14;12
13738;0;0;20;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;19;18;7;0;13;8;8;1;14;6;8;9;0;19;0;;3;5
13739;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;12;2;19;0;19;1;16;7;0;13;4;17;0;15;0;;13;10
13740;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;2;7;8;9;0;14;18;1;13;11;3;13;0;0;0;;10;15
13741;0;20;10;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;12;17;17;6;16;18;16;7;8;18;1;16;0;13;0;;2;9
13742;0;0;20;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;8;11;13;11;11;10;1;8;4;6;6;15;0;1;0;;3;19
13743;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;8;19;10;3;11;5;6;10;18;9;14;0;5;0;;10;18
13744;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;3;8;3;14;10;15;14;6;19;19;1;15;0;11;0;;10;17
13745;0;20;10;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;2;6;2;16;16;4;9;4;1;3;9;15;0;9;0;;1;5
13746;0;0;20;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;8;8;18;8;12;12;3;6;7;19;8;5;0;16;0;;0;13
13747;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;12;7;4;14;17;10;0;8;15;6;3;18;0;5;0;;18;10
13748;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;15;11;2;5;13;3;19;4;7;2;2;6;0;11;0;;12;16
13749;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;0;3;10;14;9;4;5;6;9;11;6;2;0;6;0;;14;9
13750;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;6;11;8;2;6;15;19;8;5;17;9;12;0;19;0;;10;10
13751;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;0;5;14;16;3;2;7;5;8;5;18;0;5;0;;18;11
13752;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;2;7;16;3;1;16;10;6;16;10;5;3;0;18;0;;14;11
13753;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;3;2;15;0;17;0;9;6;18;8;9;0;11;0;;10;19
13754;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;9;12;12;6;9;2;11;3;3;2;2;8;0;10;0;;10;10
13755;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;13;10;17;14;19;7;1;3;19;1;7;0;7;0;;13;14
13756;0;0;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;0;5;6;11;16;17;10;9;10;16;9;9;0;11;0;;2;18
13757;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;5;11;18;9;17;8;12;7;7;1;6;8;0;17;0;;16;12
13758;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;11;8;15;9;0;19;5;3;11;8;11;0;15;0;;10;10
13759;0;0;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;12;8;14;5;18;12;15;9;13;3;4;13;0;15;0;;0;14
13760;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;12;16;18;12;9;1;7;6;18;3;17;0;9;0;;10;10
13761;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;3;7;13;0;17;6;8;0;4;3;14;0;12;0;;11;10
13762;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;16;12;1;17;17;19;6;12;9;5;4;0;3;0;;19;10
13763;20;0;0;0;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;8;1;12;4;19;7;5;13;2;1;8;0;10;0;;8;17
13764;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;16;10;14;15;19;13;6;9;3;1;2;16;0;2;0;;16;14
13765;0;10;15;20;1;Standard;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;15;10;17;8;15;18;2;8;10;5;7;0;19;0;;14;10
13766;0;20;10;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;5;7;14;19;0;8;8;18;19;8;14;0;19;0;;14;4
13767;0;0;20;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;4;11;1;15;16;19;17;2;7;11;6;1;0;7;0;;19;3
13768;0;0;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;19;7;1;11;15;13;2;6;8;13;7;7;0;10;0;;6;11
13769;0;10;15;20;1;Offensive;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;7;1;1;2;10;14;3;11;16;9;15;0;0;0;;10;10
13770;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;11;18;3;0;15;19;15;7;4;3;4;14;0;1;0;;10;14
13771;0;0;20;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;2;0;9;9;14;15;10;9;0;4;3;12;0;18;0;;6;11
13772;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;4;10;3;10;6;15;12;2;12;10;7;1;0;15;0;;10;19
13773;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;2;10;11;9;9;2;8;10;13;8;10;0;2;0;;10;10
13774;0;20;10;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;13;6;10;15;3;14;6;3;1;5;8;3;0;7;0;;8;9
13775;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;18;17;15;1;19;7;2;5;6;2;2;7;0;4;0;;14;3
13776;0;20;10;20;1;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;18;19;16;18;14;4;9;4;5;13;5;18;0;1;0;;8;6
13777;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;3;5;13;2;8;0;6;3;4;4;7;0;14;0;;16;17
13778;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;19;6;17;7;3;15;14;1;14;15;1;10;0;9;0;;5;9
13779;0;0;20;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;18;2;4;6;12;9;0;3;7;11;4;4;0;2;0;;14;16
13780;0;10;15;20;1;Offensive;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;19;6;15;5;12;6;3;4;7;1;9;5;0;14;0;;16;10
13781;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;5;6;15;9;11;15;1;5;11;8;8;11;0;3;0;;12;10
13782;0;20;10;20;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;1;11;11;2;4;9;1;7;0;12;7;6;0;13;0;;2;4
13783;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;4;0;17;7;13;14;18;1;8;17;7;14;0;15;0;;10;14
13784;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;4;10;3;14;7;12;1;4;3;19;6;4;0;15;0;;19;16
13785;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;6;3;13;2;17;12;13;5;15;10;2;18;0;4;0;;14;17
13786;0;10;15;20;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;3;1;5;18;6;6;6;3;9;4;13;0;7;0;;10;10
13787;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;14;4;0;3;2;3;1;17;8;6;19;0;19;0;;11;10
13788;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;16;6;18;9;1;18;1;14;17;9;5;0;5;0;;12;10
13789;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;2;2;10;14;19;17;6;2;15;11;2;11;0;2;0;;10;11
13790;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;19;13;4;17;3;11;11;5;7;14;1;16;0;14;0;;10;10
13791;0;10;15;20;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;8;16;14;17;1;16;1;9;11;19;8;19;0;0;0;;13;19
13792;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;4;18;11;17;2;6;4;4;19;18;1;11;0;12;0;;10;16
13793;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;18;15;14;10;15;14;17;3;10;8;2;1;0;3;0;;10;15
13794;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;2;8;10;17;8;15;16;6;12;2;5;9;0;11;0;;10;12
13795;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;8;16;15;16;2;14;3;15;2;6;4;0;1;0;;10;10
13796;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;18;4;4;18;11;4;3;9;10;12;1;4;0;11;0;;13;10
13797;0;0;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;3;16;16;4;6;6;14;8;0;12;2;4;0;10;0;;15;3
13798;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;13;13;8;2;16;11;12;1;14;10;1;3;0;4;0;;11;19
13799;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;3;9;5;15;12;0;15;4;10;6;3;9;0;6;0;;10;10
13800;20;0;0;0;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;5;2;13;11;8;4;12;8;8;12;7;3;0;13;0;;0;1
13801;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;17;4;4;19;3;5;7;16;14;8;1;0;16;0;;10;10
13802;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;4;5;11;16;18;6;3;8;0;17;3;18;0;2;0;;10;10
13803;0;10;15;20;1;Offensive;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;17;12;17;9;2;5;3;6;5;3;5;17;0;17;0;;11;10
13804;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;18;9;1;7;4;6;6;14;10;5;2;0;17;0;;17;10
13805;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;0;17;8;11;13;14;10;6;12;4;9;3;0;12;0;;19;10
13806;0;10;15;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;4;2;10;14;14;10;10;6;18;0;3;4;0;6;0;;10;14
13807;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;0;9;0;5;15;1;13;6;19;5;9;17;0;5;0;;15;13
13808;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;12;16;11;0;12;6;6;12;18;6;12;0;19;0;;15;13
13809;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;10;1;14;17;9;16;2;17;6;8;16;0;17;0;;19;18
13810;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;19;15;18;0;5;8;5;5;3;18;8;19;0;2;0;;10;10
13811;20;0;0;0;1;Very Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;15;19;2;19;6;8;2;0;11;8;3;0;9;0;;11;16
13812;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;2;19;3;15;2;17;10;1;7;12;7;3;0;2;0;;15;10
13813;0;10;15;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;5;5;8;5;15;18;6;4;16;5;2;17;0;3;0;;18;10
13814;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;2;0;7;1;14;4;6;7;18;15;1;9;0;5;0;;11;10
13815;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;13;12;18;2;2;3;13;6;8;11;4;11;0;13;0;;17;10
13816;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;5;3;0;18;18;18;2;9;19;1;13;0;14;0;;10;10
13817;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;2;10;1;12;13;1;11;9;7;3;5;16;0;0;0;;10;16
13818;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;6;12;7;3;11;10;19;3;7;0;7;1;0;5;0;;12;16
13819;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;1;14;5;15;6;10;4;2;14;2;7;0;15;0;;12;14
13820;20;0;0;0;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;6;18;14;11;0;2;17;7;6;2;8;1;0;1;0;;17;11
13821;0;10;15;20;1;Offensive;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;3;0;5;0;7;5;1;14;1;4;15;0;17;0;;19;11
13822;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;4;17;15;8;8;17;5;9;4;6;1;0;18;0;;10;16
13823;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;7;0;17;17;0;4;10;4;18;12;8;1;0;6;0;;10;10
13824;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;7;19;14;7;3;18;5;17;11;9;8;0;14;0;;10;12
13825;0;10;15;20;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;4;15;17;19;2;2;16;6;12;18;8;2;0;12;0;;14;14
13826;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;5;3;7;2;19;3;10;9;5;0;1;15;0;6;0;;10;10
13827;0;10;15;20;1;Standard;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;19;13;19;7;4;19;7;8;10;3;1;3;0;18;0;;12;11
13828;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;16;1;10;9;16;15;1;5;0;2;4;0;11;0;;11;18
13829;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;13;5;0;11;0;19;8;5;8;4;15;0;9;0;;13;10
13830;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;19;13;13;15;5;13;5;3;15;16;9;15;0;0;0;;10;16
13831;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;11;5;2;17;17;8;8;14;2;1;2;0;17;0;;15;19
13832;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;11;6;15;12;13;2;5;2;10;2;10;0;8;0;;10;10
13833;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;7;15;19;6;6;2;4;5;7;1;14;0;14;0;;12;7
13834;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;13;6;10;4;13;0;1;2;16;14;4;8;0;0;0;;10;18
